Settings:,,
Use KPA,0,
KP,2,
KI,0,
KD,0,
Traj Follow Error Threshold,2.9,
Filter alpha,0,
Sensor offset,0.11,
Pressure Read Delay,15,
Interpolation Calculation Delay,30,
Controller Delay,30,
"Traj times","0.00, 100.00, 20000.00, 20100.00, 21000.00, ",""
"Traj pressures","0.00, 5.80, 5.80, 0.00, 0.00, ",""
time,pressure,error,integral,cycle_start
0,0.06,0,0,0
0.016,0.06,-0.06,-0.26,0
0.032,0.06,-0.06,-0.26,0
0.048,0.06,1.74,-0.23,0
0.064,0.06,3.54,-0.15,0
0.08,0.06,3.54,-0.15,0
0.096,0.06,5.34,-0.02,0
0.112,0.42,5.34,-0.02,0
0.128,0.6,4.97,0.13,0
0.144,0.97,4.97,0.13,0
0.16,0.97,4.83,0.28,0
0.176,1.15,4.83,0.28,0
0.192,1.34,4.65,0.42,0
0.208,1.34,4.65,0.42,0
0.224,1.52,4.46,0.56,0
0.24,1.52,4.46,0.56,0
0.256,1.52,4.28,0.69,0
0.272,1.7,4.28,0.69,0
0.288,1.7,4.1,0.82,0
0.304,1.7,4.1,0.94,0
0.32,1.7,4.1,0.94,0
0.336,1.89,4.1,1.06,0
0.352,1.89,4.1,1.06,0
0.368,2.07,3.91,1.18,0
0.384,2.07,3.91,1.18,0
0.4,2.07,3.73,1.3,0
0.416,2.25,3.73,1.3,0
0.432,2.25,3.55,1.41,0
0.448,2.25,3.55,1.41,0
0.464,2.44,3.55,1.51,0
0.48,2.44,3.55,1.51,0
0.496,2.62,3.36,1.62,0
0.512,2.62,3.36,1.62,0
0.528,2.62,3.18,1.72,0
0.544,2.8,3.18,1.81,0
0.56,2.8,3.18,1.81,0
0.576,2.8,3,1.9,0
0.592,2.8,3,1.9,0
0.608,2.8,3,1.99,0
0.624,2.99,3,1.99,0
0.64,2.99,2.81,2.08,0
0.656,2.99,2.81,2.08,0
0.672,2.99,2.81,2.16,0
0.688,3.17,2.81,2.16,0
0.704,2.99,2.63,2.25,0
0.72,3.17,2.63,2.25,0
0.736,3.17,2.63,2.32,0
0.752,3.17,2.63,2.32,0
0.768,3.17,2.63,2.4,0
0.784,3.17,2.63,2.48,0
0.8,3.35,2.63,2.48,0
0.816,3.35,2.45,2.56,0
0.832,3.35,2.45,2.56,0
0.848,3.35,2.45,2.63,0
0.864,3.54,2.45,2.63,0
0.88,3.54,2.26,2.7,0
0.896,3.54,2.26,2.7,0
0.912,3.54,2.26,2.77,0
0.928,3.54,2.26,2.77,0
0.944,3.72,2.26,2.84,0
0.96,3.72,2.26,2.84,0
0.976,3.72,2.08,2.91,0
0.992,3.72,2.08,2.91,0
1.008,3.72,2.08,2.97,0
1.024,3.72,2.08,2.97,0
1.04,3.72,2.08,3.03,0
1.056,3.72,2.08,3.1,0
1.072,3.9,2.08,3.1,0
1.088,3.9,1.9,3.15,0
1.104,3.9,1.9,3.15,0
1.12,3.9,1.9,3.21,0
1.136,3.9,1.9,3.21,0
1.152,3.9,1.9,3.27,0
1.168,3.9,1.9,3.27,0
1.184,3.9,1.9,3.33,0
1.2,4.09,1.9,3.33,0
1.216,4.09,1.71,3.38,0
1.232,4.09,1.71,3.38,0
1.248,4.09,1.71,3.43,0
1.264,4.09,1.71,3.43,0
1.28,4.09,1.71,3.48,0
1.296,4.27,1.71,3.53,0
1.312,4.27,1.71,3.53,0
1.328,4.27,1.53,3.58,0
1.344,4.27,1.53,3.58,0
1.36,4.27,1.53,3.63,0
1.376,4.27,1.53,3.63,0
1.392,4.27,1.53,3.67,0
1.408,4.27,1.53,3.67,0
1.424,4.27,1.53,3.72,0
1.44,4.27,1.53,3.72,0
1.456,4.27,1.53,3.77,0
1.472,4.45,1.53,3.77,0
1.488,4.45,1.35,3.81,0
1.504,4.45,1.35,3.81,0
1.52,4.45,1.35,3.85,0
1.536,4.45,1.35,3.85,0
1.552,4.45,1.35,3.89,0
1.568,4.45,1.35,3.93,0
1.584,4.64,1.35,3.93,0
1.6,4.45,1.16,3.97,0
1.616,4.45,1.16,3.97,0
1.632,4.45,1.35,4.01,0
1.648,4.64,1.35,4.01,0
1.664,4.64,1.16,4.05,0
1.68,4.64,1.16,4.05,0
1.696,4.64,1.16,4.08,0
1.712,4.64,1.16,4.08,0
1.728,4.64,1.16,4.12,0
1.744,4.82,1.16,4.12,0
1.76,4.82,0.98,4.15,0
1.776,4.82,0.98,4.15,0
1.792,4.82,0.98,4.18,0
1.808,4.82,0.98,4.21,0
1.824,4.82,0.98,4.21,0
1.84,4.82,0.98,4.24,0
1.856,4.82,0.98,4.24,0
1.872,4.82,0.98,4.27,0
1.888,4.82,0.98,4.27,0
1.904,4.82,0.98,4.29,0
1.92,4.82,0.98,4.29,0
1.936,4.82,0.98,4.32,0
1.952,4.82,0.98,4.32,0
1.968,5,0.98,4.35,0
1.984,4.82,0.98,4.35,0
2,5,0.98,4.38,0
2.016,5,0.98,4.38,0
2.032,5,0.8,4.41,0
2.048,5,0.8,4.43,0
2.064,5,0.8,4.43,0
2.08,5,0.8,4.46,0
2.096,5,0.8,4.46,0
2.112,5,0.8,4.48,0
2.128,5,0.8,4.48,0
2.144,5,0.8,4.51,0
2.16,5,0.8,4.51,0
2.176,5,0.8,4.53,0
2.192,5,0.8,4.53,0
2.208,5.19,0.8,4.55,0
2.224,5.19,0.8,4.55,0
2.24,5.19,0.61,4.57,0
2.256,5.19,0.61,4.57,0
2.272,5.19,0.61,4.59,0
2.288,5.19,0.61,4.61,0
2.304,5.19,0.61,4.61,0
2.32,5.19,0.61,4.63,0
2.336,5.19,0.61,4.63,0
2.352,5.19,0.61,4.65,0
2.368,5.19,0.61,4.65,0
2.384,5.19,0.61,4.67,0
2.4,5.19,0.61,4.67,0
2.416,5.19,0.61,4.69,0
2.432,5.37,0.61,4.69,0
2.448,5.19,0.43,4.7,0
2.464,5.37,0.43,4.7,0
2.48,5.37,0.43,4.71,0
2.496,5.37,0.43,4.71,0
2.512,5.37,0.43,4.73,0
2.528,5.37,0.43,4.73,0
2.544,5.37,0.43,4.74,0
2.56,5.19,0.43,4.75,0
2.576,5.19,0.43,4.75,0
2.592,5.37,0.61,4.77,0
2.608,5.37,0.61,4.77,0
2.624,5.19,0.43,4.78,0
2.64,5.37,0.43,4.78,0
2.656,5.37,0.43,4.8,0
2.672,5.37,0.43,4.8,0
2.688,5.37,0.43,4.81,0
2.704,5.37,0.43,4.81,0
2.72,5.37,0.43,4.82,0
2.736,5.37,0.43,4.82,0
2.752,5.37,0.43,4.84,0
2.768,5.37,0.43,4.84,0
2.784,5.37,0.43,4.85,0
2.8,5.37,0.43,4.86,0
2.816,5.37,0.43,4.86,0
2.832,5.37,0.43,4.87,0
2.848,5.37,0.43,4.87,0
2.864,5.37,0.43,4.89,0
2.88,5.37,0.43,4.89,0
2.896,5.37,0.43,4.9,0
2.912,5.37,0.43,4.9,0
2.928,5.37,0.43,4.91,0
2.944,5.37,0.43,4.91,0
2.96,5.37,0.43,4.93,0
2.976,5.37,0.43,4.93,0
2.992,5.37,0.43,4.94,0
3.008,5.37,0.43,4.94,0
